ElementName,DataType,Size,Unit,Required,ElementDescription,ValueRange,Keywords,Notes,Section,Aliases
observation_a_9,String,255,,Recommended,"Birthday Party","",,"","Observation","Ados1_2001_Observation_9"
observation_a_10,String,255,,Recommended,"Snack","",,"","Observation","Ados1_2001_Observation_10"
observation_a_10_1,String,255,,Recommended,"points with index finger","",,"","Observation","Ados1_2001_Observation_10_1"
observation_a_10_2,String,255,,Recommended,"open-handed reach","",,"","Observation","Ados1_2001_Observation_10_2"
observation_a_10_3,String,255,,Recommended,"pulls another person's hand toward object","",,"","Observation","Ados1_2001_Observation_10_3"
observation_a_10_4,String,255,,Recommended,"eye contact","",,"","Observation","Ados1_2001_Observation_10_4"
observation_a_10_5,String,255,,Recommended,"uses another person's hand as a tool","",,"","Observation","Ados1_2001_Observation_10_5"
observation_a_10_6,String,255,,Recommended,"hands item to another person","",,"","Observation","Ados1_2001_Observation_10_6"
observation_a_10_7,String,255,,Recommended,"other gesture","",,"","Observation","Ados1_2001_Observation_10_7"
observation_a_10_7_cmt,String,255,,Recommended,"specify:","",,"","Observation","Ados1_2001_Observation_10_7_CMT"
observation_a_10_8,String,255,,Recommended,"vocalization:","",,"","Observation","Ados1_2001_Observation_10_8"
observation_a_10_8_1,String,255,,Recommended,"words","",,"","Observation","Ados1_2001_Observation_10_8_1"
observation_a_10_8_2,String,255,,Recommended,"nonverbal","",,"","Observation","Ados1_2001_Observation_10_8_2"
observation_a_10_9,String,255,,Recommended,"animal","",,"","Observation","Ados1_2001_Observation_10_9"
observation_a_10_10,String,255,,Recommended,"balloon","",,"","Observation","Ados1_2001_Observation_10_10"
observation_a_10_11,String,255,,Recommended,"bubbles","",,"","Observation","Ados1_2001_Observation_10_11"
observation_a_10_12,String,255,,Recommended,"social routine","",,"","Observation","Ados1_2001_Observation_10_12"
observation_a_10_12_cmt,String,255,,Optional,"social routine comment","",,"","Observation","Ados1_2001_Observation_10_12_CMT"
observation_a_10_13,String,255,,Recommended,"other","",,"","Observation","Ados1_2001_Observation_10_13"
observation_a_10_13_cmt,String,255,,Recommended,"specify:","",,"","Observation","Ados1_2001_Observation_10_13_CMT"
observation_comments,String,255,,Optional,"Observation Comments","",,"","Observation","Ados1_2001_Observation_Comments"
codinga_olang_a,Integer,0,,Recommended,"Overall Level of Non-echoed Language","0;1;2;3;8",,"","Coding Group A","OLANG,C_Q1,Ados1_2001_codinga_olang,OLoNEL,ados_mod1_a1,A1"
codinga_fvoc_a,Integer,0,,Recommended,"Frequency of Vocalization Directed to Others","0;1;2;3",,"","Coding Group A","VOC,Voc,FoVDtO,Ados1_2001_codinga_fvoc,ados_mod1_a2,A2"
codinga_inton_a,Integer,0,,Recommended,"Intonation of Vocalizations or Verbalizations","0;1;2;8",,"","Coding Group A","INTONE,M1_C_Q3,ados_mod1_a3,I_of_V_or_V,A3,Ados1_2001_codinga_inton"
codinga_iecho_a,Integer,0,,Recommended,"Immediate Echolalia","0;1;2;3;8",,"","Coding Group A","IECHO,Ados1_2001_codinga_iecho,Imed_Echo,ados_mod1_a4,A4"
codinga_stereo_a,Integer,0,,Recommended,"Stereotyped/Idiosyncratic Use of Words or Phrases","0;1;2;3;8",,"","Coding Group A","STER,SIUoWoP,A5,ados_mod1_a5,Ados1_2001_codinga_stereo"
codinga_uothr_a,Integer,0,,Recommended,"Use of Other's Body to Communicate","0;1;2;8",,"","Coding Group A","UOTH,Ados1_2001_codinga_uothr,A6,ados_mod1_a6,UoOBtC"
codinga_point_a,Integer,0,,Recommended,"Pointing","0;1;2;3",,"","Coding Group A","PNT,Ados1_2001_codinga_point,A7,Pointing,ados_mod1_a7"
codinga_gest_a,Integer,0,,Recommended,"Gestures","0;1;2;8",,"","Coding Group A","GES,Ados1_2001_codinga_gest,Gestures,A8,ados_mod1_a8"
codingb_ueye_a,Integer,0,,Recommended,"Unusual Eye Contact","0;2",,"","Coding Group B","EYE,B1,ados_mod1_b1,Ados1_2001_codingb_ueye,Un_Eye_Con"
codingb_ssmle_a,Integer,0,,Recommended,"Responsive Social Smile","0;1;2;3",,"","Coding Group B","RSSMILE,M1_S_Q2,RespSS,Ados1_2001_codingb_ssmle,ados_mod1_b2,B2"
codingb_faceo_a,Integer,0,,Recommended,"Facial Expressions Directed to Others","0;1;2",,"","Coding Group B","EXP,FEDtO,Ados1_2001_codingb_faceo,ados_mod1_b3,B3"
codingb_gzsov_a,Integer,0,,Recommended,"Integration of Gaze and Other Behaviors during Social Overtures","0;1;2;3",,"","Coding Group B","GAZE,IoGaOBDSO,ados_mod1_b4,Ados1_2001_codingb_gzsov,B4"
codingb_shrnj_a,Integer,0,,Recommended,"Shared Enjoyment in Interaction","0;1;2",,"","Coding Group B","ENJ,Ados1_2001_codingb_shrnj,ados_mod1_b5,ShEnj_in_Int,B5"
codingb_rname_a,Integer,0,,Recommended,"Response to Name","0;1;2;3",,"","Coding Group B","NAME,Ados1_2001_codingb_rname,B6,Resp_t_Name,ados_mod1_b6"
codingb_req_a,Integer,0,,Recommended,"Requesting","0;1;2;3",,"","Coding Group B","RESQ,M1_S_Q7,Requesting,Ados1_2001_codingb_req,B7,ados_mod1_b7"
codingb_give_a,Integer,0,,Recommended,"Giving","0;1;2",,"","Coding Group B","M1_S_Q8,GIVE,Giving,Ados1_2001_codingb_give,B8,ados_mod1_b8"
codingb_show_a,Integer,0,,Recommended,"Showing","0;1;2",,"","Coding Group B","SHO,Showing,Ados1_2001_codingb_show,B9,ados_mod1_b9"
codingb_sijnt_a,Integer,0,,Recommended,"Spontaneous Initiation of Joint Attention","0;1;2",,"","Coding Group B","IJA,ados_mod1_b10,Spon_In_of_JA,B10,Ados1_2001_codingb_sijnt"
codingb_rjnt_a,Integer,0,,Recommended,"Response to Joint Attention","0;1;2;3",,"","Coding Group B","RJA,ados_mod1_b11,B11,Ados1_2001_codingb_rjnt,Resp_to_JA"
codingb_qsov_a,Integer,0,,Recommended,"Quality of Social Overtures","0;1;2;3",,"","Coding Group B","QSOV,ados_mod1_b12,Ados1_2001_codingb_qsov,B12,Qual_of_SO"
codingc_fplay_a,Integer,0,,Recommended,"Functional Play with Objects","0;1;2;3",,"","Coding Group C","PLAY,Ados1_2001_codingc_fplay,C1,Fxl_Play_w_Ob,ados_mod1_c1"
codingc_imgcr_a,Integer,0,,Recommended,"Imagination/Creativity","0;1;2;3",,"","Coding Group C","IMAG,C2,Imag_Creat,Ados1_2001_codingc_imgcr,ados_mod1_c2"
codingd_usens_a,Integer,0,,Recommended,"Unusual Sensory Interest In Play Material/Person","0;1;2",,"","Coding Group D","SINT,USIiPMP,D1,ados_mod1_d1,Ados1_2001_codingd_usens"
codingd_usens_a_cmt,String,255,,Recommended,"Specify","",,"","Coding Group D","Ados1_2001_codingd_usens_cmt"
codingd_oman_a,Integer,0,,Recommended,"Hand and Finger and Other Complex Mannerisms","0;1;2",,"","Coding Group D","MAN,HaFMP,Ados1_2001_codingd_oman,D2,ados_mod1_d2"
codingd_oman_a_cmt,String,255,,Recommended,"Specify","",,"","Coding Group D","Ados1_2001_codingd_oman_cmt"
codingd_selfinj_a,Integer,0,,Recommended,"Self-Injurious Behavior","0;1;2",,"","Coding Group D","SIB,SefInjBeh,D3,Ados1_2001_codingd_selfinj,ados_mod1_d3"
codingd_urbeh_a,Integer,0,,Recommended,"Unusually Repetitive Interests or Stereotyped Behaviors","0;1;2;3",,"","Coding Group D","RINT,ados_mod1_d4,D4,URIoSB,Ados1_2001_codingd_urbeh"
codingd_urbeh_a_cmt,String,255,,Recommended,"Specify unusual preoccupations, rituals, repetitive behaviors:","",,"","Coding Group D","Ados1_2001_codingd_urbeh_cmt"
codinge_actve_a,Integer,0,,Recommended,"Overactivity","0;1;2;7",,"","Coding Group E","OVER,Ados1_2001_codinge_actve,Overactivity,E1,ados_mod1_e1"
codinge_agg_a,Integer,0,,Recommended,"Tantrums, Aggression, Negative or Disruptive Behavior","0;1;2",,"","Coding Group E","TANT,Ados1_2001_codinge_agg,TANoDB,E2,ados_mod1_e2"
codinge_anxty_a,Integer,0,,Recommended,"Anxiety","0;1;2",,"","Coding Group E","ANX,Ados1_2001_codinge_anxty,E3,ados_mod1_e3,Anxiety"
scoresumm_a_a2,Integer,0,,Recommended,"Frequency of Vocalization Directed to Others","",,"","Score Summary","VOC_recode,Ados1_2001_scoresumm_a2,CSA2"
scoresumm_a_a5,Integer,0,,Recommended,"Stereotyped/Idiosyncratic Words or Phrases","",,"","Score Summary","STER_recode,Ados1_2001_scoresumm_a5,CSA5"
scoresumm_a_a6,Integer,0,,Recommended,"Use of Other's Body to Communicate","",,"","Score Summary","UOTH_recode,Ados1_2001_scoresumm_a6,CSA6"
scoresumm_a_a7,Integer,0,,Recommended,"Pointing","",,"","Score Summary","PNT_recode,Ados1_2001_scoresumm_a7,CSA7"
scoresumm_a_a8,Integer,0,,Recommended,"Gestures","",,"","Score Summary","GES_recode,Ados1_2001_scoresumm_a8,CSA8"
scoresumm_atotal,Integer,0,,Required,"Communication Total","",,"","Score Summary","M1_Com,Ados1_2001_scoresumm_atotal,ados_comm"
scoresumm_a_b1,Integer,0,,Recommended,"Unusual Eye Contact","",,"","Score Summary","EYE_recode,Ados1_2001_scoresumm_b1,CSB1"
scoresumm_a_b3,Integer,0,,Recommended,"Facial Expressions Directed to Others","",,"","Score Summary","EXP_recode,Ados1_2001_scoresumm_b3,CSB3"
scoresumm_a_b5,Integer,0,,Recommended,"Shared Enjoyment in Interaction","",,"","Score Summary","ENJ_recode,CSB5,Ados1_2001_scoresumm_b5"
scoresumm_a_b9,Integer,0,,Recommended,"Showing","",,"","Score Summary","SHO_recode,Ados1_2001_scoresumm_b9,CSB9"
scoresumm_a_b10,Integer,0,,Recommended,"Spontaneous Initiation of Joint Attention","",,"","Score Summary","IJA_recode,Ados1_2001_scoresumm_b10,CSB10"
scoresumm_a_b11,Integer,0,,Recommended,"Response to Joint Attention","",,"","Score Summary","RJA_recode,Ados1_2001_scoresumm_b11,CSB11"
scoresumm_a_b12,Integer,0,,Recommended,"Quality of Social Overtures","",,"","Score Summary","QSOV_recode,Ados1_2001_scoresumm_b12,CSB12"
scoresumm_btotal,Integer,0,,Required,"Social Interaction Total","",,"","Score Summary","M1_Soc,Ados1_2001_scoresumm_btotal,ados_soc"
scoresumm_abtotal,Integer,0,,Required,"Communication + Social Total","",,"","Score Summary","M1_ComSoc_ttl,ados_soc_comm,Ados1_2001_scoresumm_abtotal"
scoresumm_a_c1,Integer,0,,Recommended,"Functional Play with Objects","",,"","Score Summary","PLAY_recode,Ados1_2001_scoresumm_c1,CSC1"
scoresumm_a_c2,Integer,0,,Recommended,"Imagination/Creativity","",,"","Score Summary","IMAG_recode,Ados1_2001_scoresumm_c2,CSC2"
scoresumm_ctotal,Integer,0,,Required,"Play Total","",,"","Score Summary","M1_Play,ados_play,Ados1_2001_scoresumm_ctotal"
scoresumm_a_d1,Integer,0,,Recommended,"Unusual Sensory Interest in Play Material/Person","",,"","Score Summary","SINT_recode,CSD1,Ados1_2001_scoresumm_d1"
scoresumm_a_d2,Integer,0,,Recommended,"Hand and Finger and Other Complex Mannerisms","",,"","Score Summary","MAN_recode,CSD2,Ados1_2001_scoresumm_d2"
scoresumm_a_d4,Integer,0,,Recommended,"Unusually Repetitive Interests or Stereotyped Behaviors","",,"","Score Summary","RINT_recode,Ados1_2001_scoresumm_d4,CSD4"
scoresumm_dtotal,Integer,0,,Required,"Stereotyped Behaviors and Restricted Interests Total","",,"","Score Summary","M1_RR,Ados1_2001_scoresumm_dtotal,ados_rb"
scoresumm_adosdiag,String,255,,Required,"ADOS Diagnosis Classification","",,"","Score Summary","Orig_Algo_DX,ADOS_Class,Ados1_2001_scoresumm_adosdiag,ados_diagnosis"
scoresumm_overalldiag,String,255,,Required,"Overall ADOS Diagnosis","",,"","Score Summary","Dx,Ados1_2001_scoresumm_overalldiag"
