ElementName,DataType,Size,Unit,Required,ElementDescription,ValueRange,Keywords,Notes,Section,Aliases
inter_ethcau,String,50,,Required,"Ethnic Group (check): Caucasian","Yes;No",,"","Interview","ABC_Comm_inter_ethcau"
inter_ethhis,String,50,,Required,"Ethnic Group (check): Hispanic","Yes;No",,"","Interview","ABC_Comm_inter_ethhis"
inter_ethafa,String,50,,Required,"Ethnic Group (check): African-American","Yes;No",,"","Interview","ABC_Comm_inter_ethafa"
inter_ethoth,String,50,,Required,"Ethnic Group (check): Other","Yes;No",,"","Interview","ABC_Comm_inter_ethoth"
inter_ethothspec,String,50,,Required,"Specify Ethnic Group, if Other:","",,"","Interview","ABC_Comm_inter_ethothspec"
inter_deaf,String,50,,Required,"CLIENTS MEDICAL STATUS: Deafness?","Yes;No;?",,"","Interview","ABC_Comm_inter_deaf"
inter_blind,String,50,,Required,"CLIENTS MEDICAL STATUS: Blindness?","Yes;No;?",,"","Interview","ABC_Comm_inter_blind"
inter_epilep,String,50,,Required,"CLIENTS MEDICAL STATUS: Epilepsy?","Yes;No;?",,"","Interview","ABC_Comm_inter_epilep"
inter_cp,String,50,,Required,"CLIENTS MEDICAL STATUS: Cerebral Palsy?","Yes;No;?",,"","Interview","ABC_Comm_inter_cp"
inter_othercond,String,50,,Required,"CLIENTS MEDICAL STATUS: Other","",,"","Interview","ABC_Comm_inter_othercond"
inter_med1,String,255,,Recommended,"Current Medications 1 and dosage schedule","",,"","Interview","ABC_Comm_inter_med1"
inter_med2,String,255,,Recommended,"Current Medications 2 and dosage schedule","",,"","Interview","ABC_Comm_inter_med2"
inter_med3,String,255,,Recommended,"Current Medications 3 and dosage schedule","",,"","Interview","ABC_Comm_inter_med3"
inter_med4,String,255,,Recommended,"Current Medications 4 and dosage schedule","",,"","Interview","ABC_Comm_inter_med4"
inter_med5,String,255,,Recommended,"Current Medications 5 and dosage schedule","",,"","Interview","ABC_Comm_inter_med5"
ques_active,Integer,0,,Recommended,"1. Excessively active at home, school, work, or elsewhere","0;1;2;3",,"","Questions","ABC_Comm_ques_active"
ques_selfinj,Integer,0,,Recommended,"2. Injures self on purpose","0;1;2;3",,"","Questions","ABC_Comm_ques_selfinj"
ques_inact,Integer,0,,Recommended,"3. Listless, sluggish, inactive","0;1;2;3",,"","Questions","ABC_Comm_ques_inact"
ques_aggres,Integer,0,,Recommended,"4. Aggressive to other children.or adults (verbally or physically)","0;1;2;3",,"","Questions","ABC_Comm_ques_aggres"
ques_isolate,Integer,0,,Recommended,"5. Seeks isolation from others","0;1;2;3",,"","Questions","ABC_Comm_ques_isolate"
ques_bodymove,Integer,0,,Recommended,"6. Meaningless, recurring body movements","0;1;2;3",,"","Questions","ABC_Comm_ques_bodymove"
ques_boister,Integer,0,,Recommended,"7. Boisterous (inappropriately noisy and rough)","0;1;2;3",,"","Questions","ABC_Comm_ques_boister"
ques_scream,Integer,0,,Recommended,"8. Screams inappropriately","0;1;2;3",,"","Questions","ABC_Comm_ques_scream"
ques_talk,Integer,0,,Recommended,"9. Talks excessively","0;1;2;3",,"","Questions","ABC_Comm_ques_talk"
ques_temper,Integer,0,,Recommended,"10. Temper tantrums/outbursts","0;1;2;3",,"","Questions","ABC_Comm_ques_temper"
ques_stermov,Integer,0,,Recommended,"11. Stereotyped behavior; abnormal, repetitive movements","0;1;2;3",,"","Questions","ABC_Comm_ques_stermov"
ques_preocc,Integer,0,,Recommended,"12. Preoccupied; stares into space","0;1;2;3",,"","Questions","ABC_Comm_ques_preocc"
ques_impuls,Integer,0,,Recommended,"13. Impulsive (acts without thinking)","0;1;2;3",,"","Questions","ABC_Comm_ques_impuls"
ques_irrita,Integer,0,,Recommended,"14. Irritable and whiny","0;1;2;3",,"","Questions","ABC_Comm_ques_irrita"
ques_restless,Integer,0,,Recommended,"15. Restless, unable to sit still","0;1;2;3",,"","Questions","ABC_Comm_ques_restless"
ques_withdra,Integer,0,,Recommended,"16. Withdrawn; prefers solitary activities","0;1;2;3",,"","Questions","ABC_Comm_ques_withdra"
ques_oddbeh,Integer,0,,Recommended,"17. Odd, bizarre in behavior","0;1;2;3",,"","Questions","ABC_Comm_ques_oddbeh"
ques_diso,Integer,0,,Recommended,"18. Disobedient; difficult to control","0;1;2;3",,"","Questions","ABC_Comm_ques_diso"
ques_yells,Integer,0,,Recommended,"19. Yells at inappropriate times","0;1;2;3",,"","Questions","ABC_Comm_ques_yells"
ques_fixface,Integer,0,,Recommended,"20. Fixed facial expression; lacks emotional responsiveness","0;1;2;3",,"","Questions","ABC_Comm_ques_fixface"
ques_disturb,Integer,0,,Recommended,"21. Disturbs others","0;1;2;3",,"","Questions","ABC_Comm_ques_disturb"
ques_reptsp,Integer,0,,Recommended,"22. Repetitive speech","0;1;2;3",,"","Questions","ABC_Comm_ques_reptsp"
ques_nothsit,Integer,0,,Recommended,"23. Does nothing but sit and watch others","0;1;2;3",,"","Questions","ABC_Comm_ques_nothsit"
ques_uncoop,Integer,0,,Recommended,"24. Uncooperative","0;1;2;3",,"","Questions","ABC_Comm_ques_uncoop"
ques_depres,Integer,0,,Recommended,"25. Depressed mood","0;1;2;3",,"","Questions","ABC_Comm_ques_depres"
ques_nocont,Integer,0,,Recommended,"26. Resists any form of physical contact","0;1;2;3",,"","Questions","ABC_Comm_ques_nocont"
ques_headrep,Integer,0,,Recommended,"27. Moves or rolls head back and forth repetitively","0;1;2;3",,"","Questions","ABC_Comm_ques_headrep"
ques_noinstr,Integer,0,,Recommended,"28. Does not pay attention to instructions","0;1;2;3",,"","Questions","ABC_Comm_ques_noinstr"
ques_demand,Integer,0,,Recommended,"29. Demands must be met immediately","0;1;2;3",,"","Questions","ABC_Comm_ques_demand"
ques_isoother,Integer,0,,Recommended,"30. Isolates himself/herself from other children or adults","0;1;2;3",,"","Questions","ABC_Comm_ques_isoother"
ques_disgroup,Integer,0,,Recommended,"31. Disrupts group activities","0;1;2;3",,"","Questions","ABC_Comm_ques_disgroup"
ques_longtime,Integer,0,,Recommended,"32. Sits or stands in one position for a long time","0;1;2;3",,"","Questions","ABC_Comm_ques_longtime"
ques_talkself,Integer,0,,Recommended,"33. Talks to self loudly","0;1;2;3",,"","Questions","ABC_Comm_ques_talkself"
ques_criesmin,Integer,0,,Recommended,"34. Cries over minor annoyances and hurts","0;1;2;3",,"","Questions","ABC_Comm_ques_criesmin"
ques_repmov,Integer,0,,Recommended,"35. Repetitive hand, body, or head movements","0;1;2;3",,"","Questions","ABC_Comm_ques_repmov"
ques_moodqu,Integer,0,,Recommended,"36. Mood changes quickly","0;1;2;3",,"","Questions","ABC_Comm_ques_moodqu"
ques_unstruct,Integer,0,,Recommended,"37. Unresponsive to structured activities (does not react)","0;1;2;3",,"","Questions","ABC_Comm_ques_unstruct"
ques_noseat,Integer,0,,Recommended,"38. Does not stay in seat (e.g., during lesson or training periods, meals, etc)","0;1;2;3",,"","Questions","ABC_Comm_ques_noseat"
ques_nsitstil,Integer,0,,Recommended,"39. Will not sit still for any length of time","0;1;2;3",,"","Questions","ABC_Comm_ques_nsitstil"
ques_difreach,Integer,0,,Recommended,"40. Is difficult to reach, contact, or get through to","0;1;2;3",,"","Questions","ABC_Comm_ques_difreach"
ques_criesini,Integer,0,,Recommended,"41. Cries and screams inappropriately","0;1;2;3",,"","Questions","ABC_Comm_ques_criesini"
ques_prefalon,Integer,0,,Recommended,"42. Prefers to be alone","0;1;2;3",,"","Questions","ABC_Comm_ques_prefalon"
ques_nowords,Integer,0,,Recommended,"43. Does not try to communicate by words or gestures","0;1;2;3",,"","Questions","ABC_Comm_ques_nowords"
ques_distract,Integer,0,,Recommended,"44. Easily distractible","0;1;2;3",,"","Questions","ABC_Comm_ques_distract"
ques_waverep,Integer,0,,Recommended,"45. Waves or shakes the extremities repeatedly","0;1;2;3",,"","Questions","ABC_Comm_ques_waverep"
ques_repwords,Integer,0,,Recommended,"46. Repeats a word or phrase over and over","0;1;2;3",,"","Questions","ABC_Comm_ques_repwords"
ques_bangsobj,Integer,0,,Recommended,"47. Stamps feet or bangs objects or slams doors","0;1;2;3",,"","Questions","ABC_Comm_ques_bangsobj"
ques_construn,Integer,0,,Recommended,"48. Constantly runs or jumps around the room","0;1;2;3",,"","Questions","ABC_Comm_ques_construn"
ques_rocksrep,Integer,0,,Recommended,"49. Rocks body back and forth repeatedly","0;1;2;3",,"","Questions","ABC_Comm_ques_rocksrep"
ques_hurtself,Integer,0,,Recommended,"50. Deliberately hurts himself/herself","0;1;2;3",,"","Questions","ABC_Comm_ques_hurtself"
ques_noattent,Integer,0,,Recommended,"51. Pays no attention when spoken to","0;1;2;3",,"","Questions","ABC_Comm_ques_noattent"
ques_violenself,Integer,0,,Recommended,"52. Does physical violence to self","0;1;2;3",,"","Questions","ABC_Comm_ques_violenself"
ques_nospont,Integer,0,,Recommended,"53. Inactive, never moves spontaneously","0;1;2;3",,"","Questions","ABC_Comm_ques_nospont"
ques_overact,Integer,0,,Recommended,"54. Tends to be excessively active","0;1;2;3",,"","Questions","ABC_Comm_ques_overact"
ques_negaffec,Integer,0,,Recommended,"55. Responds negatively to affection","0;1;2;3",,"","Questions","ABC_Comm_ques_negaffec"
ques_ignodirec,Integer,0,,Recommended,"56. Deliberately ignores directions","0;1;2;3",,"","Questions","ABC_Comm_ques_ignodirec"
ques_nownway,Integer,0,,Recommended,"57. Has temper outbursts or tantrums when he/she does not get own way","0;1;2;3",,"","Questions","ABC_Comm_ques_nownway"
ques_fewsocia,Integer,0,,Recommended,"58. Shows few social reactions to others","0;1;2;3",,"","Questions","ABC_Comm_ques_fewsocia"
total_irrita,Integer,0,,Recommended,"Subscale I: Irritability","",,"","Totals","ABC_Comm_total_irrita"
total_lethar,Integer,0,,Recommended,"Subscale II: Lethargy","",,"","Totals","ABC_Comm_total_lethar"
total_stereo,Integer,0,,Recommended,"Subscale III: Stereotypy","",,"","Totals","ABC_Comm_total_stereo"
total_hyper,Integer,0,,Recommended,"Subscale IV: Hyperactivity","",,"","Totals","ABC_Comm_total_hyper"
total_speech,Integer,0,,Recommended,"Subscale V: Inappropriate Speech","",,"","Totals","ABC_Comm_total_speech"
